País,Entidad,Tipo convocatoria,Título,Links pdf,Link,id_proy_viejo,ID Proyecto,Fecha
Perú,Fondecyt,Investigación-Innovación,Proyectos de Investigación Programa Yachayninchis Wiñarinanpaq 2019-01- UNSAAC,"https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD%20021-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/rd_047_2019_fondecyt_de.pdf, https://www.fondecyt.gob.pe/images/rd_043_2019_fondecyt_de.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/rd%20045-2019-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/yachayninchis-UNSAAC/E041-2019-01-UNSAAC_-_Bases_integradas_Proyectos_de_Investigaci%C3%B3n_vf_150719.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_1a.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_1b.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_1b_ingles.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_2.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_2_ingles.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_4.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_5.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/ANEXO_5_ingles.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/yachayninchis-UNSAAC/E041-2019-01_CARTILLA_ELEGIBILIDAD_-_UNSAAC_-_INTEGRACION_BASES.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/yachayninchis-UNSAAC/E041-2019-01_-_Cartilla_de_Evaluacion_Proyectos_de_Investigacion_-_BASICA_-_BASES_INTEGRADA-fusionado.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/GSM_PIBA_UNSAAC_V7_pdf.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/becas/programa-diplomado/Contrato_YACHAYNINCHIS_WINARINANPAQ_UNSAAC_2019_VF_25.6.19_APROBADO_POR_UNSAAC.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/yachayninchis-UNSAAC/agenda.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-programa-yachayninchis-winarinanpaq-2019-01-unsaac,text76.txt,text1621.txt,2020
Perú,Fondecyt,Investigación-Innovación,Proyectos de Investigación Básica y Aplicada en Materiales 2020,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/20201028_Modificaci%C3%B3n_PIBA_Materiales_2020-03.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/RD-094-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/RD-078-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD%20016-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo1_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo2_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo3_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo4_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo5A_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo5B_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo5C_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo6_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo7_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Anexo8_PIBA_Materiales.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/CE_E041-2020-03_Elegibilidad_18_09_2020.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/CE_E041-2020-03_B%C3%A1sica.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/CE_E041-2020-03_Aplicada.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pibam/Guia_de_proyectos_Materiales_2020.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-basica-y-aplicada-en-materiales-2020,text77.txt,text1622.txt,2020
Perú,Fondecyt,Investigación-Innovación,Proyectos de Investigación Básica 2020,"https://www.fondecyt.gob.pe/images/2020/resoluciones/investigacion_basica/20200930_BasesModif-PIB_E041-2020-01.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/RD-068-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/RD-067-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD-012-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/2020/resoluciones/investigacion_basica/RD-084-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Bases_PIB%C3%A1sica_E041-2020-01_Anexo_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Anexo_2.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Anexo_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Anexo_6A.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Anexo_6B.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Anexo_6C.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Anexo_7.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/CARTILLA_DE_ELEGIBILIDA__PIB_2020_2108.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Cartilla_Evaluaci%C3%B3n_Fase_I_PIB.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Fase__II_Cartilla_evaluaci%C3%B3n_E041-2020-01_PIB_SEMILLA.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Fase__II_Cartilla_evaluaci%C3%B3n_E041-2020-01_PIB_MUL_Y_AVAN.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Guia_de_PIB_2020.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-pib/Contrato_E041-2019-01_Investigaci%C3%B3n_B%C3%A1sica_1.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-basica-2020,text78.txt,text1623.txt,2020
Perú,Fondecyt,Investigación-Innovación,Proyectos De Investigación Programa Yachayninchis Wiñarinanpaq 2020-01-UNSAAC,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/RD-069-2020-fondecyt-de_1.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/RDE_051_-_Proyectos_Yachayninchis.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/E041-2020-01-UNSAAC_-_Bases_Proyectos_de_Investigaci%C3%B3n_Bases_integradas_mod.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_1a_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_1b_Esp_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_1b_Eng_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_2_Esp_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_2_Eng_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_3_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_4_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_5_Esp_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.01._Anexo_5_Eng_Bases_Proyectos_de_Investigaci%C3%B3n.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.02._Cartilla_de_Elegibilidad.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.02._Cartilla_de_Evaluacion.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/1.04._GU%C3%8DA_S_M_USMCUSCO.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/Modelo_de_Contrato_YACHAYNINCHIS_WI%C3%91ARINANPAQ_-_UNSAACR.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-yachayninchis/Agenda_Regional_Cusco_al_2021.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-programa-yachayninchis-winarinanpaq-2020-01-unsaac,text79.txt,text1624.txt,2021
Perú,Fondecyt,Investigación-Innovación,Proyectos de Investigación Aplicada en Ciencias Sociales,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/RD-055-2020-APROBAC._EXP_CS.SOCIALES.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/RD-062-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/Bases_Modificadas_Proyectos_de_Investigacion_Aplicada_en_Ciencias_Sociales.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/20200729_Bases_Proyectos_de_Investigacion_Aplicada_en_Ciencias_Sociales_Anexo_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/20200729_Bases_Proyectos_de_Investigacion_Aplicada_en_Ciencias_Sociales_Anexo_2.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/20200729_Bases_Proyectos_de_Investigacion_Aplicada_en_Ciencias_Sociales_Anexo_4A.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/20200729_Bases_Proyectos_de_Investigacion_Aplicada_en_Ciencias_Sociales_Anexo_4B.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/20200729_Bases_Proyectos_de_Investigacion_Aplicada_en_Ciencias_Sociales_Anexo_4C.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/Cartilla_de_Elegibilidad__CS_2020.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/Cartilla_de_Evaluacion_CCSS.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/GSM_Inv._Ciencias_SocialesFF.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-sociales/Modelo_de_contrato-convenio_PIA_Ciencias_Sociales.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-aplicada-en-ciencias-sociales,text80.txt,text1625.txt,2020
Perú,Fondecyt,Investigación-Innovación,Proyectos de Investigación en Biotecnología Perú-Chile: COVID-19,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/Bases_PIBA_COVID19__PERU-CHILE__FINAL.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/RD-057-2020_MODIFICACION_INCISOS_1_2_3_E041_PROYEC_BIOTEC.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD-050-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/ANEXO_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/ANEXO_2.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/ANEXO_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/ANEXO_4.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/ANEXO_5.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/Cartilla_ELEGIBILIDAD.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/Cartilla_Evaluaci%C3%B3n.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/Guia_de_Seguimiento_y_Monitoreo.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-chile-covid-19/Modelo_de_contrato_convenio_PIB_CHILE-C19_c_logo_R.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-en-biotecnologia-peru-chile-covid-19,text81.txt,text1626.txt,2020
Perú,Fondecyt,Investigación-Innovación,Proyectos de Investigación: Fondo Newton Paulet - Newton Fund Impact Scheme,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/20200604_Bases_Integradas_E068-2020_Newton_Fund_Impact_SchemeF.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/RD-043-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD-039-2020-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/Anexo_3A_Newton_Fund_Impact_Scheme.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/Anexo_3B_Newton_Fund_Impact_Scheme.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/Anexo_3C_Newton_Fund_Impact_Scheme.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/1.02._Cartilla_de_Elegibilidad_E068-2020-01.NFIS__F.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/1.03._GSM_E068-2020_Newton_Fund_Impact_Scheme.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/2020-newton-paulet-impact/Modelo_de_Contrato_E068-2020-01_Proyectos_de_Investigacion_Fondo_Newton_Paulet_V2.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyectos-de-investigacion-fondo-newton-paulet-newton-fund-impact-scheme,text82.txt,text1627.txt,2020
Perú,Fondecyt,Investigación-Innovación,Proyectos Investigación Aplicada y Desarrollo Tecnológico,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/BM-PROGRAMAS-DOCTORALES/BASES_INTEGRADAS_PROYECTOS_1409.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD-083-DE-2018%20DE.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIADT/Guia_de_Seguimiento_Proyectos.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIADT/MODELO_DE_CONTRATO_PROYECTOS.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIADT/ANEXO_4_CARTA_DE_PRESENTACI%C3%93N_Y_COMPROMISO_DE_LA_ENTIDAD_SOLICITANTE.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIADT/ANEXO_5A_CARTA_DE_PRESENTACI%C3%93N_Y_COMPROMISO_DE_LA_ENTIDAD_ASOCIADA.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIADT/ANEXO_5B_CARTA_DE__COMPROMISO_PARA_ENTIDADES_EXTRANJERAS.docx",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/investigacion-aplicada-y-desarrollo-tecnologico,text83.txt,text1628.txt,2018
Perú,Fondecyt,Investigación-Innovación,Proyecto de Investigación Básica y Aplicada en Salud INS - Abiertos 2018-02,"http://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD-65-DE-2018.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/E041-2018-INS-02_Bases.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_1_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_2_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_3_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_4A_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_4B_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_4C_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/ANEXO_5_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/E041-2018-INS-02_Cartilla_Elegibilidad.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/E041-2018-INS-02_Cartilla_Evaluaci%C3%B3n.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA-INS-ABIERTOS/E041-2018-INS-02_Guia_de_SyM.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyecto-de-investigacion-basica-y-aplicada-en-salud-ins-abiertos-2018-02,text84.txt,text1629.txt,2018
Perú,Fondecyt,Subsidios,Movilización en CTI - Pasantías - 2018 - 3,"http://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/rd%20116-2018-fondecyt-de.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/Bases_Pasant%C3%ADas_Final_261118.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/Anexo_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/Anexo_2.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/Anexo_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/E009-2018-03_Cartilla_de_Elegibilidad_Movilizaci%C3%B3n_CTI-Pasantia.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/E009-2018-03_Cartilla_de_Evaluaci%C3%B3n_-PASANTIAS_CTI.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/Gu%C3%ADa_S_y_M_Pasant%C3%ADas.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/Modelo_de_Contrato.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/movilizaciones/movilizaciones-pasantias-2018-3/RENOES.pdf",https://www.fondecyt.gob.pe/convocatorias/movilizaciones/movilizacion-en-cti-pasantias-2018-3,text157.txt,text1630.txt,2018
Perú,Fondecyt,Investigación-Innovación,Proyectos de I+D+i con participación internacional - CDTI España 2018,"https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/E027-2018-01_Bases.pdf, https://drive.google.com/open?id=1Z2cUB8YAXGiKYD3TuBTKHnGzoIOsAyFb, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/ANEXO_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/ANEXO_2.doc, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/ANEXO__3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/Cartilla_de_Elegibilidad_-_CDTI_PRIMERA_FASE.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/Cartilla_de_Elegibilidad_-_CDTI_SEGUNDA_FASE.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/Cartilla_de_Evaluaci%C3%B3n_-_CDTI_PRIMERA_FASE.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/Cartilla_de_Evaluaci%C3%B3n_-_CDTI_SEGUNDA_FASE.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/RENOES.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/LLAMADA-CONVOCATORIA-PERU-ESPANA-2018.docx",https://www.fondecyt.gob.pe/convocatorias/innovacion-y-transferencia-tecnologica/proyectos-de-i-d-i-con-participacion-internacional-cdti-espana-2018,text85.txt,text1631.txt,2018
Perú,Fondecyt,Investigación-Innovación,Fondo Newton-Paulet: Círculos de Investigación en Glaciares 2018-01,"https://nerc.ukri.org/research/funded/programmes/peruvian-glacial/news/ao-watersecurity/, http://www.cienciactiva.gob.pe/resoluciones/subidos/sintesis/RD_68_DE_2018.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD%20090-2018-FONDECYT-DE.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_Circulos_Glac_-_Bases_Final_200718.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_C%C3%ADrculos_Glac_-_ANEXO_1.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_C%C3%ADrculos_Glac_-_ANEXO_2.xlsx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_C%C3%ADrculos_Glac_-_ANEXO_3.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_C%C3%ADrculos_Glac_-_ANEXO_4.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_Circulos_Glac_-_Gu%C3%ADa_de_Seguimiento_y_Monitoreo.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/Circulos-investigacion-glaciares/E031-2018-01-NERC_Circulos_Glac_-_Cartilla_de_Elegibilidad.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/innovacion-transferencia-tecnologia/CDTI-2018/RENOES.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/circulos-de-investigacion-en-glaciares-2018-01,text86.txt,text1632.txt,2018
Perú,Fondecyt,Investigación-Innovación,Proyecto de Investigación Básica y Aplicada en Salud INS - Cerrados 2018-01,"http://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD__72_DE___2018.pdf, https://www.fondecyt.gob.pe/resoluciones/subidos/sintesis/RD-66-DE-2018.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/Bases_Integradas_Proyectos_de_Investigacion_ByA_INS_Cerra_1.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/ANEXO_4A_BIntegradas_2.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/ANEXO_4B.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/ANEXO_4C.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/ANEXO_5.docx, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/Cartilla_de_Elegibilidad_Proyectos_cerrados__E041-2018-INS-01_BIntegradas_1.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/Cartilla_de_evaluacion_E041-2018-01-_PIB-INS._cerrados._xlsx_-_Final.pdf, https://www.fondecyt.gob.pe/images/documentos/convocatorias/investigacion-cientifica/PIBA_INS_Cerrados/Guia_de_SyM_INS_CERRADOS_2018.pdf",https://www.fondecyt.gob.pe/convocatorias/investigacion-cientifica/proyecto-de-investigacion-basica-y-aplicada-en-salud-ins-cerrados-2018-01,text87.txt,text1633.txt,2018
